annotation_id,_iter,confirmed_task,Reasoning,Variables,Template,A1,A2
562d8516-e1fa-464b-9bb1-542fe818c721,124,Buy the cheapest copy of King of Tokyo on GeekMarket that ships to Canada.,"King of Tokyo is a product name. GeekMarket is a marketplace name. Canada is a place. So, I need to remove them.","var1: King of Tokyo, var2: GeekMarket, var3: Canada",Buy the cheapest copy of [var1] on [var2] that ships to [var3].,Buy the cheapest copy that ships to a location.,Buy the cheapest copy on a marketplace that ships to Canada.
8f4a020d-ac81-4d20-ae3a-02808faaba4e,125,"Buy a birthday party package for a group of 10 at Arizona park with my address details. Group name is Neo, group leader's name is Thomas Anderson, birthday is May 5th, 1995. The phone number is2526545258. The email address is thomas.neo@gmail.com and address is po box 2846, Texas city in the state of Texas.","Birthday party package is a specific item. Group of 10 is a number. Arizona park is a place. Neo is a group name. Thomas Anderson is a person's name. May 5th, 1995 is a date. 2526545258 is a phone number. thomas.neo@gmail.com is an email address. PO box 2846, Texas city, Texas is an address. These are all variables that need to be removed.","var1: birthday party package, var2: group of 10, var3: Arizona park, var4: Neo, var5: Thomas Anderson, var6: May 5th, 1995, var7: 2526545258, var8: thomas.neo@gmail.com, var9: PO box 2846, Texas city, Texas","Buy a [var1] for a [var2] at [var3] with my address details. Group name is [var4], group leader's name is [var5], birthday is [var6]. The phone number is [var7]. The email address is [var8] and address is [var9] in the state of Texas.",Buy a party package for a group at a park with my address details.,Buy a birthday party package for a group at Arizona park with my address details.
04d45cb8-136b-419a-a324-dfbc5e93b7a2,126,Show activities in Miami with lowest price and minimum 4 star rated.,"Miami is a place. Lowest price is a specific price range. Minimum 4 star is a specific rating. So, I need to remove them.","var1: Miami, var2: lowest price, var3: minimum 4 star",Show activities in [var1] with [var2] and [var3] rated.,Show activities,Show activities with a minimum 4-star rating
1684f224-47d5-45ed-9a26-821b98b851cd,127,"Look for the highest reviewed for a 4-adults stay in Hollywood, USA, on April 19 to 23 with an option for free cancellation with a price range between 150 to 200 dollars.","Hollywood, USA is a place. April 19 to 23 is a date range. 4-adults is a number specifying the group size. 150 to 200 dollars is a price range. So, I need to remove them.","var1: Hollywood, USA, var2: April 19 to 23, var3: 4-adults, var4: 150 to 200 dollars","Look for the highest reviewed for a [var3] stay in [var1], on [var2] with an option for free cancellation with a price range between [var4].",Look for the highest reviewed stay with an option for free cancellation,"Look for the highest reviewed stay in Hollywood, USA, with an option for free cancellation with a price range between 150 to 200 dollars"
50c13c64-4c9b-4f55-84f6-65ae443848a2,128,Find highest rated romantic summer vacations in Spain,"Romantic and summer are types of vacations. Spain is a place. So, I need to remove them.","var1: romantic, var2: summer, var3: Spain",Find highest rated [var1] [var2] vacations in [var3],Find highest rated vacations,Find highest rated summer vacations in Spain
604c4377-e24c-4900-a72f-346d8999d443,129,Select a deal which is highly rated in Fiji location.,"Fiji is a place. So, I need to remove it.",var1: Fiji,Select a deal which is highly rated in [var1] location.,Select a deal which is highly rated,Select a deal which is highly rated in location
274571ea-fc2f-4353-86ba-00ecb112d6d2,130,"Find multi-colored fillable eggs for easter eggs made from polypropylene priced between 5 to 10 dollars for pick-up from Barboursville, zip 25504.","Multi-colored and fillable are descriptors of the eggs. Easter eggs is a product type. Polypropylene is a material. 5 to 10 dollars is a price range. Barboursville is a place. 25504 is a zip code. So, I need to remove them.","var1: multi-colored, var2: fillable, var3: Easter eggs, var4: polypropylene, var5: 5 to 10 dollars, var6: Barboursville, var7: 25504","Find [var1] [var2] eggs for [var3] made from [var4] priced between [var5] for pick-up from [var6], zip [var7].",Find eggs for pick-up,"Find eggs priced between 5 to 10 dollars for pick-up from Barboursville, zip 25504"
e62bcf45-0be3-4195-b234-37755d6d715e,131,Find a book by Sam Harris that has a rating of at least 4 stars and is available in paperback format.,"Sam Harris is an author's name. 4 stars is a rating. Paperback is a format. So, I need to remove them.","var1: Sam Harris, var2: 4 stars, var3: paperback",Find a book by [var1] that has a rating of at least [var2] and is available in [var3] format.,Find a book that has a rating of at least 4 stars and is available in a specific format,Find a book by Sam Harris that has a rating of at least 4 stars
f57e6c0a-8f8b-4756-9f1d-1bdea7a0af5c,132,Add a pack of toilet paper and a bottle of laundry detergent to your Amazon cart with the lowest total price.,"Toilet paper and laundry detergent are product names. Amazon is a brand name. So, I need to remove them.","var1: toilet paper, var2: laundry detergent, var3: Amazon",Add a pack of [var1] and a bottle of [var2] to your [var3] cart with the lowest total price.,Add items to your cart with the lowest total price,Add a pack and a bottle to your cart with the lowest total price
440273fa-f1b0-41e8-be75-90732ad5170d,133,Find the Mens size guide for bottoms,"There are no specific variables such as place, date, product name, or number that need to be removed from this task description. The terms ""Mens"" and ""bottoms"" are generic categories and not specific variables.",,Find the [var1] size guide for [var2],Find the size guide for bottoms,Find the Mens size guide for bottoms
8888ebb8-c2b3-4173-9718-51d752b9e5ab,134,"Find the lowest fare for JFK, NY to Heathrow, London and nearby airports for 1 adult on April 22, one way","JFK, NY and Heathrow, London are places. April 22 is a date. one way is a trip type. So, I need to remove them.","var1: JFK, NY, var2: Heathrow, London, var3: April 22, var4: one way","Find the lowest fare for [var1] to [var2] and nearby airports for 1 adult on [var3], [var4]",Find the lowest fare for nearby airports for 1 adult,"Find the lowest fare for JFK, NY to Heathrow, London and nearby airports for 1 adult, one way"
895f32c1-7d6f-4474-b5b1-50daf5cb2a40,135,Find jobs available in Texas for American Airlines.,"Texas is a place. American Airlines is a company name. So, I need to remove them.","var1: Texas, var2: American Airlines",Find jobs available in [var1] for [var2],Find jobs available,Find jobs available for American Airlines
8b130a70-f03a-4f86-8f2a-44f1b44f3655,136,Check my trip for Smith and booking number X899987799.,"Smith is a name which can be considered a variable. Booking number X899987799 is a specific identifier, so it is also a variable.","var1: Smith, var2: X899987799",Check my trip for [var1] and booking number [var2].,Check my trip,Check my trip and booking number
8b39c9ac-a965-4902-a7d9-ec7fb36ca096,137,"Check the status of a flight between San Antonio, Texas, and Bellingham, Washington  on April 8.","San Antonio, Texas, and Bellingham, Washington are places. April 8 is a date. So, I need to remove them.","var1: San Antonio, Texas, var2: Bellingham, Washington, var3: April 8",Check the status of a flight between [var1] and [var2] on [var3].,Check the status of a flight,Check the status of a flight on April 8
a51b649f-15b4-4ce4-936e-0b76efa0dd2d,138,View travel credits for the passenger Leon Sin with the record locator jcqnhd ans ticket number 1234567,"Leon Sin is a passenger name. jcqnhd is a record locator. 1234567 is a ticket number. So, I need to remove them.","var1: Leon Sin, var2: jcqnhd, var3: 1234567",View travel credits for the passenger [var1] with the record locator [var2] and ticket number [var3],View travel credits for the passenger,View travel credits for the passenger with the record locator and ticket number
36b86ab8-a448-46f7-813f-3e3b5c3d687c,139,"find offer for a black Honda with vin number 1HGCM66543A064159 with 155000 millage near 49102. The car should be in good condition with no damage, 2+ keys and paid off.","Black is a color. Honda is a product name. The VIN number is a unique identifier. 155000 is a number indicating mileage. 49102 is a zip code. Good condition, no damage, 2+ keys, and paid off are specific conditions.","var1: black, var2: Honda, var3: 1HGCM66543A064159, var4: 155000, var5: 49102, var6: good condition, var7: no damage, var8: 2+, var9: paid off","Find offer for a [var1] [var2] with vin number [var3] with [var4] mileage near [var5]. The car should be in [var6] with [var7], [var8] keys and [var9].",Find offer for a car with a certain mileage,Find offer for a car with a certain mileage near 49102. The car should have 2+ keys and be paid off.
a919aa15-2acf-4090-8468-1d3a0d6450b1,140,"Need the cheapest small car on April 7, 10 am at Auckland airport for pick-up, return will be on April 10 at approx 5 pm.","April 7 and April 10 are dates. 10 am and approx 5 pm are times. Auckland airport is a place. ""small"" and ""cheapest"" are adjectives that specify the type and cost of the car, which can be considered variables in this context.","var1: April 7, var2: 10 am, var3: Auckland airport, var4: April 10, var5: approx 5 pm, var6: small, var7: cheapest","Need the [var7] [var6] car on [var1], [var2] at [var3] for pick-up, return will be on [var4] at [var5].",Need a car for pick-up and return,"Need the cheapest small car at Auckland airport for pick-up, return will be on April 10 at approx 5 pm"
b02e47ac-c1a6-4f5c-886f-f32af745e7f3,141,View a reservation made under the last name Walker in Australia for a car using the reservation confirmation number A987654.,"Last name Walker is a specific identifier. Australia is a place. A987654 is a reservation confirmation number. So, I need to remove them.","var1: Walker, var2: Australia, var3: A987654",View a reservation made under the last name [var1] in [var2] for a car using the reservation confirmation number [var3].,View a reservation made for a car,View a reservation made in Australia for a car
b5d47068-b773-4061-b7ba-17bd25e88e06,142,Save two deals and offers for US.,"Two is a number. US is a place. So, I need to remove them.","var1: two, var2: US",Save [var1] deals and offers for [var2].,Save deals and offers,Save deals and offers for US
b8cfdd2c-c48d-4a58-84fb-a88514baf637,143,"Look for an available full-time job in USA finance, save all the accountant jobs.","USA is a place. Finance is a sector. Accountant is a job title. Full-time is a job type. So, I need to remove them.","var1: USA, var2: finance, var3: accountant, var4: full-time","Look for an available [var4] job in [var1] [var2], save all the [var3] jobs.","Look for an available job, save all the jobs.","Look for an available full-time job in finance, save all the jobs."
60bfb72f-e7a5-414f-990c-8ddd569744f4,144,What are the top restaurants in Boston to reserve for april 22?,"Boston is a place. April 22 is a date. So, I need to remove them.","var1: Boston, var2: April 22",What are the top restaurants in [var1] to reserve for [var2]?,What are the top restaurants to reserve?,What are the top restaurants in Boston to reserve?
75db63ac-4fcf-400e-833f-d31f00cf6ab6,145,"Find nearby top-rated restaurants in Chicago, save the restaurant, and then book a table for 7 people on April 20 for lunch at 2 pm.","Chicago is a place. April 20 is a date. 7 is a number. 2 pm is a time. Lunch is a meal type. So, I need to remove them.","var1: Chicago, var2: April 20, var3: 7, var4: 2 pm, var5: lunch","Find nearby top-rated restaurants in [var1], save the restaurant, and then book a table for [var3] people on [var2] for [var5] at [var4].","Find nearby top-rated restaurants, save the restaurant, and then book a table for people.","Find nearby top-rated restaurants in Chicago, save the restaurant, and then book a table for lunch."
8df744ef-83ee-4472-9fb0-25bd9cf9dcd9,146,Get a ten-ride ticket from Washington to New york starting from April 5,"Ten-ride is a specific type of ticket. Washington and New York are places. April 5 is a date. So, I need to remove them.","var1: ten-ride, var2: Washington, var3: New York, var4: April 5",Get a [var1] ticket from [var2] to [var3] starting from [var4],Get a ticket,Get a ticket from Washington to New York starting from April 5
bba6dd60-babd-4d8d-9e8b-242b0ffc08d7,147,Find guide for paying with commuter benefits.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. It is already in a generic form.",None,Find guide for paying with commuter benefits.,Find guide for paying with commuter benefits.,Find guide for paying with commuter benefits.
bf008019-bffd-42ad-a48b-054488e1458c,148,Find a parking near any NBA arena to enter today after 5 pm and exit after 8 pm,"NBA is a specific sports league. ""any NBA arena"" implies a location but is kept for context. ""today"" is a date. ""after 5 pm"" and ""after 8 pm"" are times. So, I need to remove them.","var1: NBA, var2: today, var3: after 5 pm, var4: after 8 pm",Find a parking near any [var1] arena to enter [var2] [var3] and exit [var4],Find a parking near any arena to enter and exit,Find a parking near any NBA arena to enter after 5 pm and exit after 8 pm
1f128c19-3093-4c49-bfc7-13589aa8e88a,149,Get a Hasbro Hulk action figure manufactured in 1990 with the lowest price + shipping.,"Hasbro is a brand name. Hulk is a product name. 1990 is a year. So, I need to remove them.","var1: Hasbro, var2: Hulk, var3: 1990",Get a [var1] [var2] action figure manufactured in [var3] with the lowest price + shipping.,Get an action figure with the lowest price + shipping,Get a Hasbro action figure with the lowest price + shipping
270c18c6-b3cf-4409-ba6b-18160525692f,150,Find the cheapest used and working  Nintendo Switch for under $400 that can be bought right now.,"Nintendo Switch is a product name. $400 is a price. So, I need to remove them.","var1: Nintendo Switch, var2: $400",Find the cheapest used and working [var1] for under [var2] that can be bought right now.,Find the cheapest used and working gaming console for under a certain price that can be bought right now.,Find the cheapest used and working Nintendo Switch that can be bought right now.
2b562465-e325-4743-8e68-6e7852594f93,151,Find the terms and conditions of Amtrak RideReserve for Multi-Ride Passes,"Amtrak RideReserve is a product name. Multi-Ride Passes is a product feature. So, I need to remove them.","var1: Amtrak RideReserve, var2: Multi-Ride Passes",Find the terms and conditions of [var1] for [var2],Find the terms and conditions,Find the terms and conditions for Multi-Ride Passes
87ca0d6a-c513-4aae-b14f-7d4db3255e98,152,Search for a flight from Dublin in Ireland to Paris Beauvais in france for 2 adults leaving apr 26 and returning may 2 with the promo code 10000001,"Dublin and Ireland are places of departure. Paris Beauvais and France are places of arrival. 2 is a number of people. Apr 26 and May 2 are dates. 10000001 is a promo code. So, I need to remove them.","var1: Dublin, var2: Ireland, var3: Paris Beauvais, var4: France, var5: 2, var6: Apr 26, var7: May 2, var8: 10000001",Search for a flight from [var1] in [var2] to [var3] in [var4] for [var5] adults leaving [var6] and returning [var7] with the promo code [var8],Search for a flight for adults leaving and returning,Search for a flight from Dublin to Paris Beauvais for 2 adults leaving Apr 26 and returning May 2
b5c98548-4a3f-4e7c-8287-c36963930348,153,Get a rental car to pick up at Paris Charles de Gaulle Airport CDG on april 13  at 10 am and drop off on april 18 at the same time,"Paris Charles de Gaulle Airport CDG is a specific location. April 13 and April 18 are dates. 10 am is a time. So, I need to remove them.","var1: Paris Charles de Gaulle Airport CDG, var2: April 13, var3: 10 am, var4: April 18",Get a rental car to pick up at [var1] on [var2] at [var3] and drop off on [var4] at the same time,Get a rental car to pick up and drop off at the same time,Get a rental car to pick up at Paris Charles de Gaulle Airport CDG at 10 am and drop off at the same time
58f811fd-0f17-430b-befc-885605e13e41,154,Cancel an order with order number X123456 of Harry Potter Box Set as not available at address.,"Order number X123456 is a specific identifier. Harry Potter Box Set is a product name. Address is a variable that could refer to any location, so it should be removed to make the description generic.","var1: X123456, var2: Harry Potter Box Set, var3: address",Cancel an order with order number [var1] of [var2] as not available at [var3].,Cancel an order as not available at the specified location,Cancel an order of Harry Potter Box Set as not available at the specified location
73de3022-2f58-4bd4-8de6-4a201f2bbc98,155,"Check if there are tickets availabe for the  Hamilton musical in Richmond, VA.","Hamilton musical is a product name. Richmond, VA is a place. So, I need to remove them.","var1: Hamilton musical, var2: Richmond, VA",Check if there are tickets available for the [var1] in [var2].,Check if there are tickets available,"Check if there are tickets available for the musical in Richmond, VA"
8d9e09e1-c31a-420b-ace8-079204db551a,156,Select a ticket for an event similar to professional boxing,"Professional boxing is a type of event. So, I need to remove it.",var1: professional boxing,Select a ticket for an event similar to [var1],Select a ticket for an event,Select a ticket for a similar event
4e3cc9e2-baf7-449f-bf61-919eb773f29c,157,Find Travel Pack for hiking.,"Travel Pack is a product name. Hiking is an activity, but it specifies the type of travel pack, so it may be necessary to keep for context.",var1: Travel Pack,Find [var1] for hiking,Find items for hiking,Find Travel Pack for hiking
a52774d2-550d-475a-922c-25c37d44557c,158,I want to see mansions for 3 adults to stay in in europe during any month,"Mansions is a type of accommodation. 3 is a number specifying the number of adults. Europe is a place. Any month is a variable time frame. So, I need to remove them.","var1: mansions, var2: 3, var3: Europe, var4: any month",I want to see [var1] for [var2] adults to stay in in [var3] during [var4],I want to see places for adults to stay in,I want to see places for adults to stay in Europe
d6c1c4f5-74a7-4451-8dd2-aabada5d7ba1,159,Find rental charges for bikes in 37863.,"37863 is a postal code, which is a specific location identifier. So, I need to remove it.",var1: 37863,Find rental charges for bikes in [var1],Find rental charges for bikes,Find rental charges for bikes in [var1]
02142919-1e63-4059-9471-419158e159a7,160,Check prices for luxury sedan car in Houston with insurance.,"Luxury sedan is a type of car. Houston is a place. Insurance is a product feature. So, I need to remove them.","var1: luxury sedan, var2: Houston, var3: insurance",Check prices for [var1] car in [var2] with [var3].,Check prices for car,Check prices for car with insurance
ab23e83a-e3bd-4648-9d68-989f5c158d8f,161,"Request a refund for the traveler Ian Lo and, his document number is 12345678912345 and email ian.lo@gmail.com",Ian Lo is a person's name. 12345678912345 is a document number. ian.lo@gmail.com is an email address. These are all specific variables that need to be removed.,"var1: Ian Lo, var2: 12345678912345, var3: ian.lo@gmail.com","Request a refund for the traveler [var1] and, his document number is [var2] and email [var3]",Request a refund for the traveler,Request a refund for the traveler with the provided document number and email
af8a7016-67db-4a6d-ab61-04eeb1f244cb,162,Find a round trip from Phoenix to Miami with maximum budget of $2000.,"Phoenix and Miami are places. $2000 is a budget amount. So, I need to remove them.","var1: Phoenix, var2: Miami, var3: $2000",Find a round trip from [var1] to [var2] with maximum budget of [var3].,Find a round trip with maximum budget,Find a round trip from Phoenix to Miami
2281faf9-ff02-42e3-b785-8bcc3a0e530a,163,Look up information on the potential side effects of rogaine.,"Rogaine is a product name. So, I need to remove it.",var1: rogaine,Look up information on the potential side effects of [var1].,Look up information on the potential side effects of the product,Look up information on the potential side effects of rogaine
27724810-0bc8-446a-a2f4-b53a87e190df,164,Find the location and operating hours of the nearest CVS pharmacy to zip code 90028,"CVS pharmacy is a specific business name. 90028 is a specific zip code. So, I need to remove them.","var1: CVS pharmacy, var2: 90028",Find the location and operating hours of the nearest [var1] to zip code [var2],Find the location and operating hours of the nearest pharmacy,Find the location and operating hours of the nearest pharmacy to zip code 90028
51e85ea8-7a75-40f3-8f35-ed255f87171f,165,Add to cart 2 bottles of vitamin D that are buy 1 get 1 free and new arrival.,"2 is a number specifying quantity. Vitamin D is a product name. Buy 1 get 1 free is a promotion detail. New arrival is a product status. So, I need to remove them.","var1: 2, var2: Vitamin D, var3: buy 1 get 1 free, var4: new arrival",Add to cart [var1] bottles of [var2] that are [var3] and [var4].,Add to cart bottles,Add to cart bottles of Vitamin D that are buy 1 get 1 free
2a7f7732-ec9b-4d78-91ad-f0fe10bf7daf,166,Find a gaming pc which can run Call of Duty Warzone at 4k.,"Gaming pc is a product type. Call of Duty Warzone is a product name. 4k is a specification. So, I need to remove them.","var1: gaming pc, var2: Call of Duty Warzone, var3: 4k",Find a [var1] which can run [var2] at [var3].,Find a pc which can run games at high resolution,Find a pc which can run Call of Duty Warzone
4f395aad-6f10-4055-932a-d2af443e6bfa,167,Find Star Wars The Mandalorian statue and add to cart.,"Star Wars The Mandalorian is a product name. So, I need to remove it.",var1: Star Wars The Mandalorian,Find [var1] statue and add to cart.,Find statue and add to cart,Find The Mandalorian statue and add to cart
4faf56f2-217b-4d2d-b510-a24e30e6b20e,168,Find a list of all movies that are being released in May 2023,"May 2023 is a date. So, I need to remove it.",var1: May 2023,Find a list of all movies that are being released in [var1],Find a list of all movies that are being released,Find a list of all movies that are being released in May
f1f4e4f7-3fb0-4aeb-8123-4882a1f39cb2,169,Find the new arrival of kids graphic t-shirt for 13 years old boy,"Kids graphic t-shirt is a product type. 13 years old is an age specification. So, I need to remove them.","var1: kids graphic t-shirt, var2: 13 years old",Find the new arrival of [var1] for [var2] boy,Find the new arrival of clothing for boys,Find the new arrival of t-shirts for boys
978376c1-8545-4160-81d5-722bdea60434,170,Start the process to sign up for CVS ExtraCare,"CVS ExtraCare is a product name. So, I need to remove it.",var1: CVS ExtraCare,Start the process to sign up for [var1],Start the process to sign up for a rewards program,Start the process to sign up for CVS ExtraCare
9a9b1b45-cb23-4073-897f-67410087df9d,171,Schedule COVID-19 test appointment at 90028.,"90028 is a postal code, which is a place. So, I need to remove it.",var1: 90028,Schedule COVID-19 test appointment at [var1],Schedule COVID-19 test appointment,Schedule COVID-19 test appointment at 90028
bb7c3e38-dd9c-4472-9774-0012586a1dcd,172,"Show weekly deals of Columbus, Oh 43215 store.","Columbus, Oh 43215 is a specific location. So, I need to remove it.","var1: Columbus, Oh 43215",Show weekly deals of [var1] store.,Show weekly deals,Show weekly deals of the store
4272e233-3440-4572-bd86-b3a2b22a4061,173,"Find the most popular tours and attractions in Kyoto, Japan from May 25 with free cancellation option, check availability for 2 adults and 1 infant, and book.","Kyoto, Japan is a place. May 25 is a date. 2 adults and 1 infant are specific numbers of people. So, I need to remove them.","var1: Kyoto, Japan, var2: May 25, var3: 2 adults, var4: 1 infant","Find the most popular tours and attractions in [var1] from [var2] with free cancellation option, check availability for [var3] and [var4], and book.","Find the most popular tours and attractions with free cancellation option, check availability, and book.","Find the most popular tours and attractions in Kyoto, Japan with free cancellation option, check availability for 2 adults and 1 infant, and book."
6ab8130f-362c-4fc3-bdab-d0528f0c6181,174,"Book the cheapest 3-star hotel or resort for two within a budget of 50 to 100 dollars for four days starting from April 25, near the beach in goa that offers breakfast, wifi, a swimming pool, and free cancellation.","The cheapest, 3-star, two, 50 to 100 dollars, four days, April 25, near the beach, goa, breakfast, wifi, swimming pool, and free cancellation are all specific details that can be considered variables. However, some of these details are necessary to preserve the meaning of the task, such as the requirement for a hotel or resort to offer certain amenities.","var1: the cheapest, var2: 3-star, var3: two, var4: 50 to 100 dollars, var5: four days, var6: April 25, var7: near the beach, var8: goa, var9: breakfast, var10: wifi, var11: swimming pool, var12: free cancellation","Book [var1] [var2] hotel or resort for [var3] within a budget of [var4] for [var5] starting from [var6], [var7] in [var8] that offers [var9], [var10], [var11], and [var12].","Book a hotel or resort for a stay that offers breakfast, wifi, a swimming pool, and free cancellation.","Book a 3-star hotel or resort near the beach in Goa for two that offers breakfast, wifi, a swimming pool, and free cancellation."
e344b89e-767a-4618-ba82-4b81cdcba280,175,add a motherboard under $200 and a compatible processor at any price to the shopping cart.,"A motherboard and a processor are product types. $200 is a price. So, I need to remove them.","var1: motherboard, var2: $200, var3: processor",Add a [var1] under [var2] and a compatible [var3] at any price to the shopping cart.,Add items to the shopping cart,Add a motherboard and a compatible processor to the shopping cart
71638c81-42f0-4218-a1b0-d3a137ad1cff,176,Check the price of Tesla Model Y Performance for the 10001 zip code.,"Tesla Model Y Performance is a product name. 10001 is a zip code. So, I need to remove them.","var1: Tesla Model Y Performance, var2: 10001",Check the price of [var1] for the [var2] zip code.,Check the price for the zip code,Check the price of Tesla Model Y Performance
40cd58cd-6c9a-47b9-a927-92243970d87a,177,Find monthly daytime only parking nearest to Madison Square Garden starting from April 22,"Madison Square Garden is a place. April 22 is a date. So, I need to remove them.","var1: Madison Square Garden, var2: April 22",Find monthly daytime only parking nearest to [var1] starting from [var2],Find monthly daytime only parking,Find monthly daytime only parking nearest to Madison Square Garden starting from a specific date
45ae95ac-e539-4314-a0ca-8947b1843890,178,Find a monthly parking with valet service at the New York University.,"New York University is a place. Monthly and valet service are specific service features. So, I need to remove them.","var1: New York University, var2: monthly, var3: valet service",Find a [var2] parking with [var3] at the [var1].,Find a parking,Find a parking with valet service at the university
4ee7d5e1-50be-49d2-8af1-83b3da0519ad,179,Show the details for a monthly parking option in Ney York City near Street Taco to start on may 6 that i can self park,"New York City is a place. Street Taco is a specific location or business name. May 6 is a date. Self park is a specific parking preference. So, I need to remove them.","var1: New York City, var2: Street Taco, var3: May 6, var4: self park",Show the details for a monthly parking option in [var1] near [var2] to start on [var3] that I can [var4],Show the details for a monthly parking option,Show the details for a monthly parking option in New York City to start on May 6 that I can self park
d4d4a01e-47d0-4e54-8bd5-3d85acebb6dd,180,Find the latest action tv shows which are rated fresh by both the audience and the rotten tomatoes,"Action is a specific genre. Fresh is a rating category specific to Rotten Tomatoes and implies a certain quality level. Audience and Rotten Tomatoes are specific groups of raters. So, I need to remove them.","var1: action, var2: fresh, var3: audience, var4: Rotten Tomatoes",Find the latest [var1] tv shows which are rated [var2] by both the [var3] and the [var4],Find the latest tv shows which are highly rated,Find the latest action tv shows which are highly rated
0fd460cc-679c-4d04-8816-c6460bdf895a,181,Confirm my vip tour at the six flags Discovery Kingdom,"VIP tour is a specific type of tour. Six Flags Discovery Kingdom is a place. So, I need to remove them.","var1: VIP, var2: Six Flags Discovery Kingdom",Confirm my [var1] tour at the [var2],Confirm my tour,Confirm my tour at the theme park
f8428085-905f-4190-9404-3e28fb691252,182,Show me the newest on-demand releases.,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description. The terms ""newest"" and ""on-demand"" are descriptors that are necessary to preserve the meaning of the task.",,Show me the newest on-demand releases.,Show me the releases,Show me the newest on-demand releases
8fb78266-8862-4608-9ff3-92f81e58b2ff,183,"Find the cheapest non-stop or 1 stop flight from JFK, New York to Changi, Singapore for 1 traveler on April 11 which includes seat selection and free cancellation","The cheapest is a specific quality. Non-stop or 1 stop is a flight preference. JFK, New York and Changi, Singapore are places. 1 traveler is a number of people. April 11 is a date. Seat selection and free cancellation are service options. So, I need to remove them.","var1: the cheapest, var2: non-stop or 1 stop, var3: JFK, New York, var4: Changi, Singapore, var5: 1 traveler, var6: April 11, var7: seat selection, var8: free cancellation",Find [var1] [var2] flight from [var3] to [var4] for [var5] on [var6] which includes [var7] and [var8],Find flights,Find flights from New York to Singapore for a traveler on April 11
fc552b69-feb8-4951-bf67-725071bf8c8a,184,"Book fasted flexible direct flights from New York to Tokyo on June 1, between 6 to 12 pm departure, and from Tokyo to New Delhi on June 5.","New York and Tokyo are places. June 1 and June 5 are dates. 6 to 12 pm is a time range. New Delhi is also a place. So, I need to remove them.","var1: New York, var2: Tokyo, var3: June 1, var4: 6 to 12 pm, var5: New Delhi, var6: June 5","Book fasted flexible direct flights from [var1] to [var2] on [var3], between [var4] departure, and from [var2] to [var5] on [var6].",Book fasted flexible direct flights,"Book fasted flexible direct flights from New York to Tokyo, and from Tokyo to New Delhi"
fdd4fc92-3b4d-48a6-9cfe-f66ffed422e6,185,"Find an entire home with a rating above 5 for two in Manila, Philippines from June 1 to 8  with self-catering, double bed, free wifi, and walk-in shower, check the availability, and reserve.","An entire home is a specific type of accommodation. A rating above 5 is a specific rating. Two is a number indicating the number of guests. Manila, Philippines is a place. June 1 to 8 is a date range. Self-catering, double bed, free wifi, and walk-in shower are specific amenities. So, I need to remove them.","var1: entire home, var2: 5, var3: two, var4: Manila, Philippines, var5: June 1 to 8, var6: self-catering, var7: double bed, var8: free wifi, var9: walk-in shower","Find a [var1] with a rating above [var2] for [var3] in [var4] from [var5] with [var6], [var7], [var8], and [var9], check the availability, and reserve.","Find a home with a rating above a certain number for guests, check the availability, and reserve.","Find a home for two in Manila, Philippines, check the availability from June 1 to 8, and reserve."
521aa0aa-e099-4fc9-bb4e-f8a593a29f81,186,"Find the user reviews for the game ""Cyberpunk 2077""","""Cyberpunk 2077"" is a product name. So, I need to remove it.","var1: ""Cyberpunk 2077""",Find the user reviews for the game [var1],Find the user reviews for the game,"Find the user reviews for the game ""Cyberpunk 2077"""
521d9006-4560-49af-b232-c713d87dd2e2,187,"Buy a group ticket for 20 people in Six Flags Magic Mountain in Los Angeles on Apr 30, add 5 mega meal deals with it. Name the group Crew and check out as James Johnson, james.john@gmail.com. It is a family trip organized by Johnson.",20 is a number specifying the size of the group. Six Flags Magic Mountain is a product name (amusement park). Los Angeles is a place. Apr 30 is a date. 5 is a number specifying the quantity of mega meal deals. Crew is a name for the group. James Johnson is a personal name. james.john@gmail.com is an email address. Johnson is a family name indicating the organizer.,"var1: 20, var2: Six Flags Magic Mountain, var3: Los Angeles, var4: Apr 30, var5: 5, var6: Crew, var7: James Johnson, var8: james.john@gmail.com, var9: Johnson","Buy a group ticket for [var1] people in [var2] in [var3] on [var4], add [var5] mega meal deals with it. Name the group [var6] and check out as [var7], [var8]. It is a family trip organized by [var9].","Buy a group ticket, add mega meal deals with it, and check out.","Buy a group ticket for 20 people in Six Flags Magic Mountain on Apr 30, add 5 mega meal deals with it, and check out as James Johnson."
1bf4f465-99cb-483b-aac1-a7512b150755,188,Find a hydropack and make  the results to show only items that have a capacity of 21 to 35L.,"Hydropack is a product name. 21 to 35L is a range specification. So, I need to remove them.","var1: hydropack, var2: 21 to 35L",Find a [var1] and make the results to show only items that have a capacity of [var2].,Find a backpack and make the results to show only items that have a specified capacity.,Find a backpack and make the results to show only items that have a capacity of 21 to 35L.
